Entity,Code,Date,Case fatality rate of COVID-19 (%) (Only observations with ≥100 cases) (%)
Swaziland,SWZ,"May 1, 2020",1
Swaziland,SWZ,"May 2, 2020",0.943
Swaziland,SWZ,"May 3, 2020",0.926
Swaziland,SWZ,"May 4, 2020",0.893
Swaziland,SWZ,"May 5, 2020",0.862
Sweden,SWE,"Mar 12, 2020",0.216
Sweden,SWE,"Mar 13, 2020",0.161
Sweden,SWE,"Mar 14, 2020",0.129
Sweden,SWE,"Mar 15, 2020",0.108
Sweden,SWE,"Mar 16, 2020",0.291
Sweden,SWE,"Mar 17, 2020",0.624
Sweden,SWE,"Mar 18, 2020",0.686
Sweden,SWE,"Mar 19, 2020",0.769
Sweden,SWE,"Mar 20, 2020",0.703
Sweden,SWE,"Mar 21, 2020",0.986
Sweden,SWE,"Mar 22, 2020",1.145
Sweden,SWE,"Mar 23, 2020",1.102
Sweden,SWE,"Mar 24, 2020",1.24
Sweden,SWE,"Mar 25, 2020",1.585
Sweden,SWE,"Mar 26, 2020",1.673
Sweden,SWE,"Mar 27, 2020",2.352
Sweden,SWE,"Mar 28, 2020",3.02
Sweden,SWE,"Mar 29, 2020",2.959
Sweden,SWE,"Mar 30, 2020",2.973
Sweden,SWE,"Mar 31, 2020",3.625
Sweden,SWE,"Apr 1, 2020",4.059
Sweden,SWE,"Apr 2, 2020",4.831
Sweden,SWE,"Apr 3, 2020",5.159
Sweden,SWE,"Apr 4, 2020",5.479
Sweden,SWE,"Apr 5, 2020",5.789
Sweden,SWE,"Apr 6, 2020",5.871
Sweden,SWE,"Apr 7, 2020",6.619
Sweden,SWE,"Apr 8, 2020",7.682
Sweden,SWE,"Apr 9, 2020",8.16
Sweden,SWE,"Apr 10, 2020",8.675
Sweden,SWE,"Apr 11, 2020",8.983
Sweden,SWE,"Apr 12, 2020",8.738
Sweden,SWE,"Apr 13, 2020",8.576
Sweden,SWE,"Apr 14, 2020",8.394
Sweden,SWE,"Apr 15, 2020",9.026
Sweden,SWE,"Apr 16, 2020",10.086
Sweden,SWE,"Apr 17, 2020",10.63
Sweden,SWE,"Apr 18, 2020",10.593
Sweden,SWE,"Apr 19, 2020",10.932
Sweden,SWE,"Apr 20, 2020",10.706
Sweden,SWE,"Apr 21, 2020",10.692
Sweden,SWE,"Apr 22, 2020",11.519
Sweden,SWE,"Apr 23, 2020",12.103
Sweden,SWE,"Apr 24, 2020",12.062
Sweden,SWE,"Apr 25, 2020",12.25
Sweden,SWE,"Apr 26, 2020",12.059
Sweden,SWE,"Apr 27, 2020",11.77
Sweden,SWE,"Apr 28, 2020",12.015
Sweden,SWE,"Apr 29, 2020",12.002
Sweden,SWE,"Apr 30, 2020",12.127
Sweden,SWE,"May 1, 2020",12.261
Sweden,SWE,"May 2, 2020",12.328
Sweden,SWE,"May 3, 2020",12.087
Sweden,SWE,"May 4, 2020",12.004
Sweden,SWE,"May 5, 2020",12.187
Switzerland,CHE,"Mar 7, 2020",0.478
Switzerland,CHE,"Mar 8, 2020",0.379
Switzerland,CHE,"Mar 9, 2020",0.602
Switzerland,CHE,"Mar 10, 2020",0.535
Switzerland,CHE,"Mar 11, 2020",0.612
Switzerland,CHE,"Mar 12, 2020",0.623
Switzerland,CHE,"Mar 13, 2020",0.468
Switzerland,CHE,"Mar 14, 2020",0.624
Switzerland,CHE,"Mar 15, 2020",0.809
Switzerland,CHE,"Mar 16, 2020",0.591
Switzerland,CHE,"Mar 17, 2020",0.636
Switzerland,CHE,"Mar 18, 2020",0.717
Switzerland,CHE,"Mar 19, 2020",0.698
Switzerland,CHE,"Mar 20, 2020",0.849
Switzerland,CHE,"Mar 21, 2020",0.888
Switzerland,CHE,"Mar 22, 2020",0.922
Switzerland,CHE,"Mar 23, 2020",0.861
Switzerland,CHE,"Mar 24, 2020",0.823
Switzerland,CHE,"Mar 25, 2020",0.978
Switzerland,CHE,"Mar 26, 2020",1.06
Switzerland,CHE,"Mar 27, 2020",1.503
Switzerland,CHE,"Mar 28, 2020",1.628
Switzerland,CHE,"Mar 29, 2020",1.787
Switzerland,CHE,"Mar 30, 2020",1.8
Switzerland,CHE,"Mar 31, 2020",1.914
Switzerland,CHE,"Apr 1, 2020",2.316
Switzerland,CHE,"Apr 2, 2020",2.214
Switzerland,CHE,"Apr 3, 2020",2.374
Switzerland,CHE,"Apr 4, 2020",2.517
Switzerland,CHE,"Apr 5, 2020",2.673
Switzerland,CHE,"Apr 6, 2020",2.659
Switzerland,CHE,"Apr 7, 2020",2.707
Switzerland,CHE,"Apr 8, 2020",2.892
Switzerland,CHE,"Apr 9, 2020",3.104
Switzerland,CHE,"Apr 10, 2020",3.218
Switzerland,CHE,"Apr 11, 2020",3.323
Switzerland,CHE,"Apr 12, 2020",3.348
Switzerland,CHE,"Apr 13, 2020",3.402
Switzerland,CHE,"Apr 14, 2020",3.365
Switzerland,CHE,"Apr 15, 2020",3.495
Switzerland,CHE,"Apr 16, 2020",3.695
Switzerland,CHE,"Apr 17, 2020",3.812
Switzerland,CHE,"Apr 18, 2020",3.919
Switzerland,CHE,"Apr 19, 2020",4.063
Switzerland,CHE,"Apr 20, 2020",4.1
Switzerland,CHE,"Apr 21, 2020",4.1
Switzerland,CHE,"Apr 22, 2020",4.239
Switzerland,CHE,"Apr 23, 2020",4.314
Switzerland,CHE,"Apr 24, 2020",4.459
Switzerland,CHE,"Apr 25, 2020",4.574
Switzerland,CHE,"Apr 26, 2020",4.609
Switzerland,CHE,"Apr 27, 2020",4.61
Switzerland,CHE,"Apr 28, 2020",4.649
Switzerland,CHE,"Apr 29, 2020",4.726
Switzerland,CHE,"Apr 30, 2020",4.798
Switzerland,CHE,"May 1, 2020",4.82
Switzerland,CHE,"May 2, 2020",4.841
Switzerland,CHE,"May 3, 2020",4.93
Switzerland,CHE,"May 4, 2020",4.936
Switzerland,CHE,"May 5, 2020",4.937
Taiwan,TWN,"Mar 19, 2020",0.926
Taiwan,TWN,"Mar 20, 2020",0.926
Taiwan,TWN,"Mar 21, 2020",1.481
Taiwan,TWN,"Mar 22, 2020",1.307
Taiwan,TWN,"Mar 23, 2020",1.212
Taiwan,TWN,"Mar 24, 2020",1.026
Taiwan,TWN,"Mar 25, 2020",0.926
Taiwan,TWN,"Mar 26, 2020",0.851
Taiwan,TWN,"Mar 27, 2020",0.794
Taiwan,TWN,"Mar 28, 2020",0.749
Taiwan,TWN,"Mar 29, 2020",0.707
Taiwan,TWN,"Mar 30, 2020",1.634
Taiwan,TWN,"Mar 31, 2020",1.634
Taiwan,TWN,"Apr 1, 2020",1.553
Taiwan,TWN,"Apr 2, 2020",1.475
Taiwan,TWN,"Apr 3, 2020",1.475
Taiwan,TWN,"Apr 4, 2020",1.408
Taiwan,TWN,"Apr 5, 2020",1.377
Taiwan,TWN,"Apr 6, 2020",1.377
Taiwan,TWN,"Apr 7, 2020",1.34
Taiwan,TWN,"Apr 8, 2020",1.33
Taiwan,TWN,"Apr 9, 2020",1.319
Taiwan,TWN,"Apr 10, 2020",1.316
Taiwan,TWN,"Apr 11, 2020",1.316
Taiwan,TWN,"Apr 12, 2020",1.558
Taiwan,TWN,"Apr 13, 2020",1.546
Taiwan,TWN,"Apr 14, 2020",1.527
Taiwan,TWN,"Apr 15, 2020",1.519
Taiwan,TWN,"Apr 16, 2020",1.519
Taiwan,TWN,"Apr 17, 2020",1.519
Taiwan,TWN,"Apr 18, 2020",1.519
Taiwan,TWN,"Apr 19, 2020",1.508
Taiwan,TWN,"Apr 20, 2020",1.429
Taiwan,TWN,"Apr 21, 2020",1.422
Taiwan,TWN,"Apr 22, 2020",1.412
Taiwan,TWN,"Apr 23, 2020",1.408
Taiwan,TWN,"Apr 24, 2020",1.405
Taiwan,TWN,"Apr 25, 2020",1.402
Taiwan,TWN,"Apr 26, 2020",1.399
Taiwan,TWN,"Apr 27, 2020",1.399
Taiwan,TWN,"Apr 28, 2020",1.399
Taiwan,TWN,"Apr 29, 2020",1.399
Taiwan,TWN,"Apr 30, 2020",1.399
Taiwan,TWN,"May 1, 2020",1.399
Taiwan,TWN,"May 2, 2020",1.399
Taiwan,TWN,"May 3, 2020",1.389
Taiwan,TWN,"May 4, 2020",1.376
Taiwan,TWN,"May 5, 2020",1.37
Tajikistan,TJK,"May 5, 2020",1.304
Tanzania,TZA,"Apr 18, 2020",3.401
Tanzania,TZA,"Apr 19, 2020",3.378
Tanzania,TZA,"Apr 20, 2020",2.941
Tanzania,TZA,"Apr 21, 2020",2.941
Tanzania,TZA,"Apr 22, 2020",3.15
Tanzania,TZA,"Apr 23, 2020",3.509
Tanzania,TZA,"Apr 24, 2020",3.509
Tanzania,TZA,"Apr 25, 2020",3.333
Tanzania,TZA,"Apr 26, 2020",3.333
Tanzania,TZA,"Apr 27, 2020",3.333
Tanzania,TZA,"Apr 28, 2020",3.333
Tanzania,TZA,"Apr 29, 2020",3.268
Tanzania,TZA,"Apr 30, 2020",3.333
Tanzania,TZA,"May 1, 2020",3.333
Tanzania,TZA,"May 2, 2020",3.333
Tanzania,TZA,"May 3, 2020",3.333
Tanzania,TZA,"May 4, 2020",3.333
Tanzania,TZA,"May 5, 2020",3.75
Thailand,THA,"Mar 16, 2020",0.877
Thailand,THA,"Mar 17, 2020",0.565
Thailand,THA,"Mar 18, 2020",0.565
Thailand,THA,"Mar 19, 2020",0.565
Thailand,THA,"Mar 20, 2020",0.472
Thailand,THA,"Mar 21, 2020",0.273
Thailand,THA,"Mar 22, 2020",0.167
Thailand,THA,"Mar 23, 2020",0.139
Thailand,THA,"Mar 24, 2020",0.484
Thailand,THA,"Mar 25, 2020",0.428
Thailand,THA,"Mar 26, 2020",0.383
Thailand,THA,"Mar 27, 2020",0.44
Thailand,THA,"Mar 28, 2020",0.44
Thailand,THA,"Mar 29, 2020",0.482
Thailand,THA,"Mar 30, 2020",0.504
Thailand,THA,"Mar 31, 2020",0.606
Thailand,THA,"Apr 1, 2020",0.606
Thailand,THA,"Apr 2, 2020",0.678
Thailand,THA,"Apr 3, 2020",0.8
Thailand,THA,"Apr 4, 2020",0.961
Thailand,THA,"Apr 5, 2020",1.06
Thailand,THA,"Apr 6, 2020",1.171
Thailand,THA,"Apr 7, 2020",1.151
Thailand,THA,"Apr 8, 2020",1.266
Thailand,THA,"Apr 9, 2020",1.321
Thailand,THA,"Apr 10, 2020",1.334
Thailand,THA,"Apr 11, 2020",1.39
Thailand,THA,"Apr 12, 2020",1.49
Thailand,THA,"Apr 13, 2020",1.551
Thailand,THA,"Apr 14, 2020",1.569
Thailand,THA,"Apr 15, 2020",1.627
Thailand,THA,"Apr 16, 2020",1.722
Thailand,THA,"Apr 17, 2020",1.741
Thailand,THA,"Apr 18, 2020",1.741
Thailand,THA,"Apr 19, 2020",1.72
Thailand,THA,"Apr 20, 2020",1.7
Thailand,THA,"Apr 21, 2020",1.683
Thailand,THA,"Apr 22, 2020",1.708
Thailand,THA,"Apr 23, 2020",1.761
Thailand,THA,"Apr 24, 2020",1.761
Thailand,THA,"Apr 25, 2020",1.752
Thailand,THA,"Apr 26, 2020",1.745
Thailand,THA,"Apr 27, 2020",1.745
Thailand,THA,"Apr 28, 2020",1.838
Thailand,THA,"Apr 29, 2020",1.838
Thailand,THA,"Apr 30, 2020",1.828
Thailand,THA,"May 1, 2020",1.824
Thailand,THA,"May 2, 2020",1.824
Thailand,THA,"May 3, 2020",1.821
Thailand,THA,"May 4, 2020",1.819
Thailand,THA,"May 5, 2020",1.808
Togo,TGO,"Apr 30, 2020",6.422
Togo,TGO,"May 1, 2020",7.759
Togo,TGO,"May 2, 2020",7.317
Togo,TGO,"May 3, 2020",7.317
Togo,TGO,"May 4, 2020",7.258
Togo,TGO,"May 5, 2020",7.143
Trinidad and Tobago,TTO,"Apr 4, 2020",6
Trinidad and Tobago,TTO,"Apr 5, 2020",5.825
Trinidad and Tobago,TTO,"Apr 6, 2020",6.731
Trinidad and Tobago,TTO,"Apr 7, 2020",7.619
Trinidad and Tobago,TTO,"Apr 8, 2020",7.477
Trinidad and Tobago,TTO,"Apr 9, 2020",7.477
Trinidad and Tobago,TTO,"Apr 10, 2020",7.339
Trinidad and Tobago,TTO,"Apr 11, 2020",7.339
Trinidad and Tobago,TTO,"Apr 12, 2020",7.143
Trinidad and Tobago,TTO,"Apr 13, 2020",7.08
Trinidad and Tobago,TTO,"Apr 14, 2020",7.08
Trinidad and Tobago,TTO,"Apr 15, 2020",7.08
Trinidad and Tobago,TTO,"Apr 16, 2020",7.018
Trinidad and Tobago,TTO,"Apr 17, 2020",7.018
Trinidad and Tobago,TTO,"Apr 18, 2020",7.018
Trinidad and Tobago,TTO,"Apr 19, 2020",7.018
Trinidad and Tobago,TTO,"Apr 20, 2020",7.018
Trinidad and Tobago,TTO,"Apr 21, 2020",7.018
Trinidad and Tobago,TTO,"Apr 22, 2020",6.957
Trinidad and Tobago,TTO,"Apr 23, 2020",6.957
Trinidad and Tobago,TTO,"Apr 24, 2020",6.957
Trinidad and Tobago,TTO,"Apr 25, 2020",6.957
Trinidad and Tobago,TTO,"Apr 26, 2020",6.957
Trinidad and Tobago,TTO,"Apr 27, 2020",6.897
Trinidad and Tobago,TTO,"Apr 28, 2020",6.897
Trinidad and Tobago,TTO,"Apr 29, 2020",6.897
Trinidad and Tobago,TTO,"Apr 30, 2020",6.897
Trinidad and Tobago,TTO,"May 1, 2020",6.897
Trinidad and Tobago,TTO,"May 2, 2020",6.897
Trinidad and Tobago,TTO,"May 3, 2020",6.897
Trinidad and Tobago,TTO,"May 4, 2020",6.897
Trinidad and Tobago,TTO,"May 5, 2020",6.897
Tunisia,TUN,"Mar 25, 2020",2.632
Tunisia,TUN,"Mar 26, 2020",2.89
Tunisia,TUN,"Mar 27, 2020",2.89
Tunisia,TUN,"Mar 28, 2020",2.643
Tunisia,TUN,"Mar 29, 2020",2.643
Tunisia,TUN,"Mar 30, 2020",2.878
Tunisia,TUN,"Mar 31, 2020",2.564
Tunisia,TUN,"Apr 1, 2020",2.486
Tunisia,TUN,"Apr 2, 2020",2.538
Tunisia,TUN,"Apr 3, 2020",2.857
Tunisia,TUN,"Apr 4, 2020",2.857
Tunisia,TUN,"Apr 5, 2020",3.636
Tunisia,TUN,"Apr 6, 2020",3.436
Tunisia,TUN,"Apr 7, 2020",3.833
Tunisia,TUN,"Apr 8, 2020",3.691
Tunisia,TUN,"Apr 9, 2020",3.692
Tunisia,TUN,"Apr 10, 2020",3.888
Tunisia,TUN,"Apr 11, 2020",3.726
Tunisia,TUN,"Apr 12, 2020",4.088
Tunisia,TUN,"Apr 13, 2020",4.385
Tunisia,TUN,"Apr 14, 2020",4.683
Tunisia,TUN,"Apr 15, 2020",4.552
Tunisia,TUN,"Apr 16, 2020",4.487
Tunisia,TUN,"Apr 17, 2020",4.501
Tunisia,TUN,"Apr 18, 2020",4.282
Tunisia,TUN,"Apr 19, 2020",4.273
Tunisia,TUN,"Apr 20, 2020",4.323
Tunisia,TUN,"Apr 21, 2020",4.299
Tunisia,TUN,"Apr 22, 2020",4.218
Tunisia,TUN,"Apr 23, 2020",4.218
Tunisia,TUN,"Apr 24, 2020",4.139
Tunisia,TUN,"Apr 25, 2020",4.121
Tunisia,TUN,"Apr 26, 2020",4.047
Tunisia,TUN,"Apr 27, 2020",4.004
Tunisia,TUN,"Apr 28, 2020",4.033
Tunisia,TUN,"Apr 29, 2020",4.103
Tunisia,TUN,"Apr 30, 2020",4.082
Tunisia,TUN,"May 1, 2020",4.024
Tunisia,TUN,"May 2, 2020",4.108
Tunisia,TUN,"May 3, 2020",4.163
Tunisia,TUN,"May 4, 2020",4.146
Tunisia,TUN,"May 5, 2020",4.224
Turkey,TUR,"Mar 19, 2020",0.524
Turkey,TUR,"Mar 20, 2020",1.114
Turkey,TUR,"Mar 21, 2020",1.343
Turkey,TUR,"Mar 22, 2020",2.218
Turkey,TUR,"Mar 23, 2020",2.427
Turkey,TUR,"Mar 24, 2020",2.42
Turkey,TUR,"Mar 25, 2020",2.35
Turkey,TUR,"Mar 26, 2020",2.425
Turkey,TUR,"Mar 27, 2020",2.067
Turkey,TUR,"Mar 28, 2020",1.615
Turkey,TUR,"Mar 29, 2020",1.459
Turkey,TUR,"Mar 30, 2020",1.421
Turkey,TUR,"Mar 31, 2020",1.552
Turkey,TUR,"Apr 1, 2020",1.582
Turkey,TUR,"Apr 2, 2020",1.767
Turkey,TUR,"Apr 3, 2020",1.963
Turkey,TUR,"Apr 4, 2020",2.031
Turkey,TUR,"Apr 5, 2020",2.093
Turkey,TUR,"Apr 6, 2020",2.121
Turkey,TUR,"Apr 7, 2020",2.148
Turkey,TUR,"Apr 8, 2020",2.126
Turkey,TUR,"Apr 9, 2020",2.124
Turkey,TUR,"Apr 10, 2020",2.147
Turkey,TUR,"Apr 11, 2020",2.139
Turkey,TUR,"Apr 12, 2020",2.111
Turkey,TUR,"Apr 13, 2020",2.103
Turkey,TUR,"Apr 14, 2020",2.123
Turkey,TUR,"Apr 15, 2020",2.155
Turkey,TUR,"Apr 16, 2020",2.188
Turkey,TUR,"Apr 17, 2020",2.214
Turkey,TUR,"Apr 18, 2020",2.252
Turkey,TUR,"Apr 19, 2020",2.296
Turkey,TUR,"Apr 20, 2020",2.337
Turkey,TUR,"Apr 21, 2020",2.352
Turkey,TUR,"Apr 22, 2020",2.363
Turkey,TUR,"Apr 23, 2020",2.408
Turkey,TUR,"Apr 24, 2020",2.447
Turkey,TUR,"Apr 25, 2020",2.478
Turkey,TUR,"Apr 26, 2020",2.511
Turkey,TUR,"Apr 27, 2020",2.547
Turkey,TUR,"Apr 28, 2020",2.583
Turkey,TUR,"Apr 29, 2020",2.61
Turkey,TUR,"Apr 30, 2020",2.62
Turkey,TUR,"May 1, 2020",2.641
Turkey,TUR,"May 2, 2020",2.662
Turkey,TUR,"May 3, 2020",2.682
Turkey,TUR,"May 4, 2020",2.695
Turkey,TUR,"May 5, 2020",2.711
Ukraine,UKR,"Mar 26, 2020",3.54
Ukraine,UKR,"Mar 27, 2020",3.205
Ukraine,UKR,"Mar 28, 2020",2.294
Ukraine,UKR,"Mar 29, 2020",2.572
Ukraine,UKR,"Mar 30, 2020",2.153
Ukraine,UKR,"Mar 31, 2020",2.292
Ukraine,UKR,"Apr 1, 2020",2.368
Ukraine,UKR,"Apr 2, 2020",2.519
Ukraine,UKR,"Apr 3, 2020",2.488
Ukraine,UKR,"Apr 4, 2020",2.33
Ukraine,UKR,"Apr 5, 2020",2.555
Ukraine,UKR,"Apr 6, 2020",2.558
Ukraine,UKR,"Apr 7, 2020",2.881
Ukraine,UKR,"Apr 8, 2020",3.078
Ukraine,UKR,"Apr 9, 2020",3.118
Ukraine,UKR,"Apr 10, 2020",3.013
Ukraine,UKR,"Apr 11, 2020",3.132
Ukraine,UKR,"Apr 12, 2020",2.907
Ukraine,UKR,"Apr 13, 2020",2.989
Ukraine,UKR,"Apr 14, 2020",2.998
Ukraine,UKR,"Apr 15, 2020",2.906
Ukraine,UKR,"Apr 16, 2020",2.788
Ukraine,UKR,"Apr 17, 2020",2.801
Ukraine,UKR,"Apr 18, 2020",2.605
Ukraine,UKR,"Apr 19, 2020",2.588
Ukraine,UKR,"Apr 20, 2020",2.644
Ukraine,UKR,"Apr 21, 2020",2.629
Ukraine,UKR,"Apr 22, 2020",2.64
Ukraine,UKR,"Apr 23, 2020",2.608
Ukraine,UKR,"Apr 24, 2020",2.524
Ukraine,UKR,"Apr 25, 2020",2.474
Ukraine,UKR,"Apr 26, 2020",2.425
Ukraine,UKR,"Apr 27, 2020",2.442
Ukraine,UKR,"Apr 28, 2020",2.442
Ukraine,UKR,"Apr 29, 2020",2.54
Ukraine,UKR,"Apr 30, 2020",2.534
Ukraine,UKR,"May 1, 2020",2.534
Ukraine,UKR,"May 2, 2020",2.445
Ukraine,UKR,"May 3, 2020",2.445
Ukraine,UKR,"May 4, 2020",2.418
Ukraine,UKR,"May 5, 2020",2.457
United Arab Emirates,ARE,"Mar 22, 2020",1.307
United Arab Emirates,ARE,"Mar 23, 2020",1.307
United Arab Emirates,ARE,"Mar 24, 2020",1.01
United Arab Emirates,ARE,"Mar 25, 2020",0.806
United Arab Emirates,ARE,"Mar 26, 2020",0.601
United Arab Emirates,ARE,"Mar 27, 2020",0.601
United Arab Emirates,ARE,"Mar 28, 2020",0.494
United Arab Emirates,ARE,"Mar 29, 2020",0.427
United Arab Emirates,ARE,"Mar 30, 2020",0.427
United Arab Emirates,ARE,"Mar 31, 2020",0.818
United Arab Emirates,ARE,"Apr 1, 2020",0.904
United Arab Emirates,ARE,"Apr 2, 2020",0.904
United Arab Emirates,ARE,"Apr 3, 2020",0.781
United Arab Emirates,ARE,"Apr 4, 2020",0.781
United Arab Emirates,ARE,"Apr 5, 2020",0.664
United Arab Emirates,ARE,"Apr 6, 2020",0.556
United Arab Emirates,ARE,"Apr 7, 2020",0.53
United Arab Emirates,ARE,"Apr 8, 2020",0.509
United Arab Emirates,ARE,"Apr 9, 2020",0.451
United Arab Emirates,ARE,"Apr 10, 2020",0.468
United Arab Emirates,ARE,"Apr 11, 2020",0.476
United Arab Emirates,ARE,"Apr 12, 2020",0.535
United Arab Emirates,ARE,"Apr 13, 2020",0.534
United Arab Emirates,ARE,"Apr 14, 2020",0.553
United Arab Emirates,ARE,"Apr 15, 2020",0.568
United Arab Emirates,ARE,"Apr 16, 2020",0.615
United Arab Emirates,ARE,"Apr 17, 2020",0.567
United Arab Emirates,ARE,"Apr 18, 2020",0.601
United Arab Emirates,ARE,"Apr 19, 2020",0.587
United Arab Emirates,ARE,"Apr 20, 2020",0.605
United Arab Emirates,ARE,"Apr 21, 2020",0.592
United Arab Emirates,ARE,"Apr 22, 2020",0.593
United Arab Emirates,ARE,"Apr 23, 2020",0.631
United Arab Emirates,ARE,"Apr 24, 2020",0.64
United Arab Emirates,ARE,"Apr 25, 2020",0.69
United Arab Emirates,ARE,"Apr 26, 2020",0.652
United Arab Emirates,ARE,"Apr 27, 2020",0.734
United Arab Emirates,ARE,"Apr 28, 2020",0.757
United Arab Emirates,ARE,"Apr 29, 2020",0.782
United Arab Emirates,ARE,"Apr 30, 2020",0.822
United Arab Emirates,ARE,"May 1, 2020",0.841
United Arab Emirates,ARE,"May 2, 2020",0.851
United Arab Emirates,ARE,"May 3, 2020",0.875
United Arab Emirates,ARE,"May 4, 2020",0.89
United Arab Emirates,ARE,"May 5, 2020",0.93
United Kingdom,GBR,"Mar 7, 2020",0.613
United Kingdom,GBR,"Mar 8, 2020",0.971
United Kingdom,GBR,"Mar 9, 2020",0.733
United Kingdom,GBR,"Mar 10, 2020",0.935
United Kingdom,GBR,"Mar 11, 2020",1.877
United Kingdom,GBR,"Mar 12, 2020",1.535
United Kingdom,GBR,"Mar 13, 2020",1.525
United Kingdom,GBR,"Mar 14, 2020",1.414
United Kingdom,GBR,"Mar 15, 2020",2.456
United Kingdom,GBR,"Mar 16, 2020",3.091
United Kingdom,GBR,"Mar 17, 2020",4.213
United Kingdom,GBR,"Mar 18, 2020",4.154
United Kingdom,GBR,"Mar 19, 2020",4.373
United Kingdom,GBR,"Mar 20, 2020",4.821
United Kingdom,GBR,"Mar 21, 2020",4.871
United Kingdom,GBR,"Mar 22, 2020",4.982
United Kingdom,GBR,"Mar 23, 2020",5.015
United Kingdom,GBR,"Mar 24, 2020",5.398
United Kingdom,GBR,"Mar 25, 2020",6.289
United Kingdom,GBR,"Mar 26, 2020",7.283
United Kingdom,GBR,"Mar 27, 2020",7.523
United Kingdom,GBR,"Mar 28, 2020",7.983
United Kingdom,GBR,"Mar 29, 2020",8.514
United Kingdom,GBR,"Mar 30, 2020",8.549
United Kingdom,GBR,"Mar 31, 2020",9.227
United Kingdom,GBR,"Apr 1, 2020",9.642
United Kingdom,GBR,"Apr 2, 2020",10.501
United Kingdom,GBR,"Apr 3, 2020",11.113
United Kingdom,GBR,"Apr 4, 2020",11.688
United Kingdom,GBR,"Apr 5, 2020",12.46
United Kingdom,GBR,"Apr 6, 2020",12.268
United Kingdom,GBR,"Apr 7, 2020",12.465
United Kingdom,GBR,"Apr 8, 2020",13.524
United Kingdom,GBR,"Apr 9, 2020",14.004
United Kingdom,GBR,"Apr 10, 2020",14.764
United Kingdom,GBR,"Apr 11, 2020",15.312
United Kingdom,GBR,"Apr 12, 2020",14.684
United Kingdom,GBR,"Apr 13, 2020",14.577
United Kingdom,GBR,"Apr 14, 2020",14.702
United Kingdom,GBR,"Apr 15, 2020",14.992
United Kingdom,GBR,"Apr 16, 2020",15.146
United Kingdom,GBR,"Apr 17, 2020",15.466
United Kingdom,GBR,"Apr 18, 2020",15.529
United Kingdom,GBR,"Apr 19, 2020",15.754
United Kingdom,GBR,"Apr 20, 2020",15.401
United Kingdom,GBR,"Apr 21, 2020",15.272
United Kingdom,GBR,"Apr 22, 2020",15.671
United Kingdom,GBR,"Apr 23, 2020",15.776
United Kingdom,GBR,"Apr 24, 2020",15.779
United Kingdom,GBR,"Apr 25, 2020",15.887
United Kingdom,GBR,"Apr 26, 2020",15.929
United Kingdom,GBR,"Apr 27, 2020",15.739
United Kingdom,GBR,"Apr 28, 2020",15.522
United Kingdom,GBR,"Apr 29, 2020",15.701
United Kingdom,GBR,"Apr 30, 2020",15.795
United Kingdom,GBR,"May 1, 2020",15.632
United Kingdom,GBR,"May 2, 2020",15.503
United Kingdom,GBR,"May 3, 2020",15.435
United Kingdom,GBR,"May 4, 2020",15.244
United Kingdom,GBR,"May 5, 2020",15.077
United States,USA,"Mar 3, 2020",5.825
United States,USA,"Mar 4, 2020",7.2
United States,USA,"Mar 5, 2020",6.918
United States,USA,"Mar 6, 2020",5.15
United States,USA,"Mar 7, 2020",4.142
United States,USA,"Mar 8, 2020",3.926
United States,USA,"Mar 9, 2020",3.791
United States,USA,"Mar 10, 2020",3.448
United States,USA,"Mar 11, 2020",2.732
United States,USA,"Mar 12, 2020",2.287
United States,USA,"Mar 13, 2020",2.405
United States,USA,"Mar 14, 2020",2.162
United States,USA,"Mar 15, 2020",1.932
United States,USA,"Mar 16, 2020",1.828
United States,USA,"Mar 17, 2020",1.824
United States,USA,"Mar 18, 2020",1.68
United States,USA,"Mar 19, 2020",1.593
United States,USA,"Mar 20, 2020",1.053
United States,USA,"Mar 21, 2020",1.325
United States,USA,"Mar 22, 2020",1.271
United States,USA,"Mar 23, 2020",1.338
United States,USA,"Mar 24, 2020",1.27
United States,USA,"Mar 25, 2020",1.45
United States,USA,"Mar 26, 2020",1.517
United States,USA,"Mar 27, 2020",1.507
United States,USA,"Mar 28, 2020",1.631
United States,USA,"Mar 29, 2020",1.758
United States,USA,"Mar 30, 2020",1.754
United States,USA,"Mar 31, 2020",1.926
United States,USA,"Apr 1, 2020",2.151
United States,USA,"Apr 2, 2020",2.371
United States,USA,"Apr 3, 2020",2.465
United States,USA,"Apr 4, 2020",2.575
United States,USA,"Apr 5, 2020",2.723
United States,USA,"Apr 6, 2020",2.857
United States,USA,"Apr 7, 2020",2.985
United States,USA,"Apr 8, 2020",3.233
United States,USA,"Apr 9, 2020",3.429
United States,USA,"Apr 10, 2020",3.581
United States,USA,"Apr 11, 2020",3.744
United States,USA,"Apr 12, 2020",3.889
United States,USA,"Apr 13, 2020",3.965
United States,USA,"Apr 14, 2020",4.059
United States,USA,"Apr 15, 2020",4.275
United States,USA,"Apr 16, 2020",4.844
United States,USA,"Apr 17, 2020",4.958
United States,USA,"Apr 18, 2020",5.277
United States,USA,"Apr 19, 2020",5.293
United States,USA,"Apr 20, 2020",5.355
United States,USA,"Apr 21, 2020",5.4
United States,USA,"Apr 22, 2020",5.462
United States,USA,"Apr 23, 2020",5.552
United States,USA,"Apr 24, 2020",5.748
United States,USA,"Apr 25, 2020",5.729
